Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,
2026-03-02 14:30:00+00:00,263.80999755859375,264.5398864746094,260.20001220703125,262.44000244140625,9648357
2026-03-02 15:30:00+00:00,264.3599853515625,265.0299987792969,262.0,263.82000732421875,439306
2026-03-02 16:30:00+00:00,266.0,266.20001220703125,264.0,264.3599853515625,2203439
2026-03-02 17:30:00+00:00,265.5,266.2900085449219,265.25,265.9949951171875,1644931
2026-03-02 18:30:00+00:00,266.05999755859375,266.1499938964844,264.3599853515625,265.52801513671875,6993135
2026-03-02 19:30:00+00:00,264.30999755859375,266.5299987792969,264.1400146484375,266.0450134277344,3422545
2026-03-02 20:30:00+00:00,264.6000061035156,265.54998779296875,263.6099853515625,264.31500244140625,5738581
2026-03-03 14:30:00+00:00,262.260009765625,265.55999755859375,261.2200012207031,263.4800109863281,8047558
2026-03-03 15:30:00+00:00,262.57000732421875,263.94000244140625,261.9100036621094,262.2799987792969,4016845
2026-03-03 16:30:00+00:00,261.80999755859375,263.7799987792969,261.5799865722656,262.4800109863281,2940122
2026-03-03 17:30:00+00:00,261.4800109863281,261.8699951171875,260.1300048828125,261.79998779296875,2901307
2026-03-03 18:30:00+00:00,263.6549987792969,263.9100036621094,261.3699951171875,261.44000244140625,2917518
2026-03-03 19:30:00+00:00,263.2799987792969,264.614990234375,262.510009765625,263.6700134277344,2571377
2026-03-03 20:30:00+00:00,263.6889953613281,263.9599914550781,262.3399963378906,263.239990234375,4138461
2026-03-04 14:30:00+00:00,264.1300048828125,266.1499938964844,261.4200134277344,264.6499938964844,7214854
2026-03-04 15:30:00+00:00,264.5299987792969,264.7200012207031,262.81500244140625,264.125,3576211
2026-03-04 16:30:00+00:00,264.8999938964844,265.510009765625,264.29998779296875,264.5199890136719,3050842
2026-03-04 17:30:00+00:00,263.7799987792969,265.3599853515625,263.3399963378906,264.9100036621094,2827303
2026-03-04 18:30:00+00:00,263.3500061035156,264.19500732421875,263.05999755859375,263.79998779296875,2889009
2026-03-04 19:30:00+00:00,262.7300109863281,263.67999267578125,262.0599060058594,263.3399963378906,3383632
2026-03-04 20:30:00+00:00,262.45001220703125,263.1600036621094,262.16461181640625,262.7099914550781,4837636
2026-03-05 14:30:00+00:00,258.8699951171875,261.45001220703125,258.5400085449219,260.7449951171875,10468747
2026-03-05 15:30:00+00:00,260.7550048828125,261.2250061035156,258.07501220703125,258.9100036621094,4851072
2026-03-05 16:30:00+00:00,259.0199890136719,261.55499267578125,258.9700012207031,260.760009765625,3933354
2026-03-05 17:30:00+00:00,258.9090881347656,259.489990234375,258.4949951171875,259.0400085449219,3426289
2026-03-05 18:30:00+00:00,257.8599853515625,259.17999267578125,257.760009765625,258.9200134277344,3356489
2026-03-05 19:30:00+00:00,258.69000244140625,259.489990234375,257.25,257.8450012207031,4038383
2026-03-05 20:30:00+00:00,260.260009765625,260.55999755859375,258.4100036621094,258.67999267578125,7022514
2026-03-06 14:30:00+00:00,256.70001220703125,258.760009765625,254.3699951171875,258.739990234375,8565069
2026-03-06 15:30:00+00:00,257.25,257.95001220703125,256.0799865722656,256.69500732421875,3270567
2026-03-06 16:30:00+00:00,256.7699890136719,257.489990234375,256.3900146484375,257.29998779296875,3297640
2026-03-06 17:30:00+00:00,256.4750061035156,257.5899963378906,256.05999755859375,256.7699890136719,2387760
2026-03-06 18:30:00+00:00,257.17999267578125,257.2300109863281,255.91000366210938,256.4750061035156,2090262
2026-03-06 19:30:00+00:00,256.9100036621094,257.96990966796875,256.8005065917969,257.1700134277344,2795477
